"Feature ID","0 Nans","Average Nans","Random Nans"
0,0.000519328970433,0.000608037584633,-0.00195135795086
1,0.00746831660292,0.00767866402937,0.00961279452795
2,-0.0141786588924,-0.00609918290817,-0.0143528750789
3,-0.00059560010468,-0.0146129430096,-0.0147835193491
4,0.00537839803179,-0.0374237718033,-0.0301299608972
5,0.0309000615464,0.0344288451646,0.030747756148
6,0.0454660759652,0.065711960374,0.0594441131801
7,0.0339517944939,0.00860647083909,0.0166855339611
8,0.0291728606982,0.0140174591485,0.0179075358728
9,0.00815479832183,0.0151971103399,0.0199879809675
10,0.00609093054529,0.005730246706,0.0100920058752
11,0.00812108808001,0.00591377784671,0.000713654493408
12,0.00161105027869,0.00434433913257,-5.79263311998e-05
13,0.00795966886623,7.53251538063e-05,0.00187279980559
14,0.00626233654539,-4.94219623289e-05,-0.00175980002287
15,0.00340075815759,0.00657125011734,0.000692256056124
16,0.00339029534726,0.00389638261293,0.00231913932932
17,0.0141299188593,0.0074074314411,0.00989218561383
18,-0.020243082782,-0.0259481456961,-0.0230076880128
19,0.494339878757,0.514336123528,0.525847627854
20,0.105974485826,0.103464687799,0.114059135722
21,0.0409364738505,0.094943638974,0.0763582460065
22,0.087193121706,0.105254988501,0.0975713751062
23,0.0218846812628,0.0514347526627,0.0378830068667
24,0.0577425679882,-0.0223539937954,-0.00408420161281
25,0.00712329056984,0.00832723365474,0.000467182980595
26,-0.0285891862396,-0.00577238882884,0.00108257979625
27,0.00467509495898,0.00305858376212,0.000898412039502
28,0.00537279937838,-0.0108324182879,-0.00193815131508
29,0.00421662948724,0.0077951076805,0.00513434494599
30,0.00220160809979,-0.00582876803342,0.000456512158834
31,0.0251153822603,0.0769071974961,0.0675154845722
32,0.00205331587488,-0.00253534707906,0.00218180874791
33,0.000474873760012,0.00415251922905,7.6442188198e-05
34,0.00200829799556,0.00307360067374,0.00846475095863
35,-0.00326006472845,-0.00625955129078,0.000624654253497
36,0.00316933249391,0.0103560853648,0.00764505452468
37,-0.0351855059277,-0.0208021301988,-0.0225474656335
38,-0.0175179005007,-0.0152962566175,-0.0200069240952
39,-0.00926307919285,-0.0168686627919,-0.00746757673766
40,-0.00196563568076,-0.000715102418447,-0.00841658390265
41,-0.00722398113329,-0.0017444466307,-0.00294481852104
42,-0.00163029732725,-0.00404208091113,-0.00764427617643
43,-0.00711621696494,-0.0126204248285,-0.0103690650804
44,-0.00154877222731,-0.00276326397988,-0.0067378939309
45,-0.00748043238648,-0.0167585125305,-0.0118000721105
46,-0.000453267364072,0.0111048296312,0.00931815705573
47,0.00103658206773,0.00015034537088,0.00102495188245
48,-0.00678710720116,-0.000415021693851,0.000155203245903
49,-0.00119729675748,-0.00329781199556,0.000126193367506
50,-0.00747544922145,-0.00370776778294,-0.00308099431629
51,0.0016942267085,0.00883478880206,0.00734851407192
52,0.105337190709,0.0949319132437,0.0958993415076
53,-0.00461632798061,-0.0217729948932,-0.0174370749707
54,0.00390427556492,0.00523217796647,0.00281917641717
55,0.0112495046527,0.00227766545572,0.00592776957429
56,-0.00155058060653,-0.0132923441481,-0.0101017690126
57,-0.0154934991457,-0.00622349073193,-0.00960506692482
58,-0.00128041915259,-0.00551586938158,-0.00246503611615
59,0.00506722211013,0.00757583711973,0.000452447027203
60,-0.00112138009845,-0.00416848850292,-0.00342459956883
61,-0.00395956964898,-0.000634682124966,-0.000511964793254
62,0.00416522543007,0.00215519171681,0.00439134536953
63,-0.00100119035766,-0.00362620784905,-0.00393996034524
64,0.00497223579977,0.0115098585872,0.0118616959171
65,-0.00178559792834,-0.0044009745906,-0.0119178515031
66,-0.00699595885341,-0.00632066396755,-0.00308438386744
67,0.00119567323386,-0.00260410273896,0.000571017256756
68,-0.00596135259589,-0.00748964871425,-0.0116584492333
69,0.00467833591854,0.0152911413235,0.0160122790725
70,-0.0264102060547,-0.00911581257878,-0.0103024107799
71,-0.0141616693514,-0.0202506255507,-0.0194779954665
72,-0.0063831149409,0.000848770119436,-0.000536734716916
73,0.00144862613347,0.00331800350914,0.00407800650141
74,-0.00623382272321,0.000751876401218,-0.00235007957471
75,0.0028708199647,-0.00238291105062,-0.0066544656707
76,-0.00554795984782,-0.00522336014788,-0.00705894726015
77,0.00226244779118,0.00276645141766,0.00519628022894
78,-0.000238790889871,-0.00358040370602,0.000988081924062
79,-0.00671294168298,-0.000440981210667,0.000365719234365
80,-0.00648877464396,-0.00601430917238,-0.00295754008523
81,-0.00705340289616,-0.00787340487199,-0.00664090571313
82,0.00453160057566,-0.00121751693924,0.000419706281931
83,-0.00310270687575,-0.0028420517245,-0.00374629453861
84,0.00378171808859,0.0044069419731,0.00154096966474
85,0.0985475833019,0.0915556528416,0.0903362707214
86,0.0206393859331,0.0082470113286,0.00587645188358
87,0.00555040948119,-0.0145425277642,-0.00200342378637
88,0.00478297172446,0.00125075209522,-0.00258603332476
89,-0.00483492493043,-0.0193394541606,-0.00786473976997
90,-0.0521981117194,-0.0528246638591,-0.0561508463177
91,0.00182625481954,0.000172437661071,-0.00421563009361
92,0.011108739158,-0.00190122790378,-0.00261700180602
93,5.94850000361e-05,0.00283956042192,-0.0022257012176
94,-0.000501587750523,0.0022824180422,0.00201964667329
95,-0.00398248943131,-0.00126198185656,-0.00106063419479
96,-0.00164628774646,0.00752173074446,0.00477620599759
97,0.00343103285024,0.0139577453672,0.00957439227514
98,-0.00352987807332,-0.000647931986085,0.000608491923025
99,-2.77059900087e-06,-2.40433509468e-06,-2.41739562404e-06
100,6.89077665183e-07,8.74748257777e-08,4.11564916603e-07
