"Feature ID","0 Nans","Average Nans","Random Nans"
0,0.000399608303067,0.000760467175233,-0.00205597381264
1,0.00710370181311,0.00732731902361,0.0124771121886
2,-0.0142712948952,-0.00631946787354,-0.0163137386751
3,-0.000147246822504,-0.0145605225057,-0.0106451533619
4,0.00673243776136,-0.0363298115411,-0.0310498024863
5,0.0311047442777,0.0348399053041,0.0332188821701
6,0.0452220612129,0.0656715286418,0.0565713726955
7,0.0335639008729,0.00765710900207,0.017492506448
8,0.0300629452299,0.0145697261313,0.0173387410704
9,0.00843268101515,0.0156419304242,0.0166076740198
10,0.00612359500543,0.00584857343465,0.010150101307
11,0.00756261314891,0.00515407219697,0.000687588132228
12,0.00152607071319,0.00427504628322,-0.000652799008429
13,0.00858728926942,0.000618836284312,-0.000469566036673
14,0.00642508491218,0.000366850806574,0.00239444048332
15,0.00391660616937,0.00697907855484,0.00609061317535
16,0.0032267496962,0.00403307697664,0.00315086234848
17,0.0142564035127,0.00766326371476,0.00450737212221
18,-0.0206300726336,-0.0263340387078,-0.0256921374454
19,0.494363469574,0.514060601417,0.528692890758
20,0.105578631246,0.102700525624,0.111547322376
21,0.0411674691538,0.0957217973924,0.0724898888785
22,0.0876482974238,0.106502127547,0.10650702792
23,0.0218042947722,0.0514140299622,0.041388220839
24,0.0576405414023,-0.0228274582541,-0.00667747275874
25,0.00721619639256,0.00870087769272,-0.00106020041831
26,-0.0281219409345,-0.00633436190675,0.0054731102164
27,0.00447556356919,0.00308588600347,-0.00180216179285
28,0.0051685231435,-0.0106664363051,-0.0111392700235
29,0.00375397091567,0.00727002948022,0.00610936228661
30,0.00261254841136,-0.00514708533166,0.00185648213493
31,0.0250428307142,0.0766509093651,0.0718642146793
32,0.00200565213949,-0.0025229165855,-0.000286712565201
33,-4.17449394548e-05,0.00400722714735,0.00491131969434
34,0.00252105980109,0.00354649112302,0.00253411209207
35,-0.00313489100953,-0.00641986952793,-0.000397165375951
36,0.00328846930824,0.0107797296892,0.00970275028243
37,-0.0362380993535,-0.0212987935769,-0.0228096516075
38,-0.017744183029,-0.0162681724864,-0.0176278611655
39,-0.00982490833652,-0.0169582083351,-0.0129067769115
40,-0.000524906731232,0.000899152588902,-0.00657946891985
41,-0.00864226986173,-0.00254971781675,-0.00669921291938
42,-0.00124524311113,-0.00344885077886,-0.00720788998658
43,-0.00682947268528,-0.0129470827017,-0.00797845165511
44,-0.00176748884304,-0.00307101841269,-0.00225618775917
45,-0.00705408380563,-0.0163319168425,-0.00784946053094
46,5.97032992171e-05,0.01059333738,0.00464922424348
47,0.000677576290283,-0.00046326290693,-0.00126902934462
48,-0.0071138022578,-0.00065995169081,-0.00392694806557
49,-0.00114398656506,-0.00325642116404,8.09192486486e-05
50,-0.0079974506606,-0.00442553393203,-0.00219434903717
51,0.00141863415777,0.00855381903364,0.0076804945652
52,0.105239154145,0.0953929271539,0.0930672672393
53,-0.00497003020844,-0.0214918655574,-0.022531851044
54,0.00455365543579,0.00527083844729,0.00218926047879
55,0.0111479576506,0.000943307637053,0.00197245703218
56,-0.0013096915173,-0.0124847541829,-0.00521185675571
57,-0.0149090874097,-0.00513569090574,-0.0135275636329
58,-0.00164681372145,-0.00548883199778,5.28022985363e-05
59,0.00421224281619,0.00631632806919,0.000158024777621
60,-0.00157599098299,-0.00380743030958,0.00211213529863
61,-0.00364533712472,-0.000794161637885,0.00131661849952
62,0.00449056125321,0.00288766358842,0.00339419044345
63,-0.00209031118968,-0.00446334674599,-0.00375871491067
64,0.00479941743001,0.0108250586871,0.0186484554177
65,-0.00191899279272,-0.00436044394689,-0.0116889930479
66,-0.00703035221659,-0.00639271700053,-0.00191368384229
67,0.000752075863658,-0.00293400293941,-0.00634709746974
68,-0.00581318590967,-0.00706675514058,-0.0115109923088
69,0.00479711493871,0.0153620680227,0.0178027479086
70,-0.0263924009694,-0.00947548062393,-0.0126522970866
71,-0.0141239964769,-0.0197176822762,-0.0162850057496
72,-0.00647371616026,0.000925311260232,-0.00280068256704
73,0.00147360246345,0.003229847634,0.00450466149015
74,-0.00574410554568,0.00125952412752,-0.00189312010781
75,0.00276477106044,-0.00223472290477,-0.0037847027521
76,-0.00557491218701,-0.00559236930896,-0.00802502575806
77,0.00215207292635,0.00279990136182,0.00474052896417
78,-0.00060566288335,-0.00407899119402,-0.00169822298473
79,-0.00652515047928,-0.000737828029949,0.00129639495692
80,-0.00667887452806,-0.00630921557331,-0.00513683630568
81,-0.00699795971188,-0.00782979229192,-0.00892011429441
82,0.00436249344685,-0.00148086395597,-0.00148415450666
83,-0.00296917796433,-0.00286747793246,-0.000860158354316
84,0.00441211460704,0.00522621692305,0.00530141276383
85,0.0979981312315,0.0909930854069,0.0901294178386
86,0.020922964744,0.00848239207091,0.00139178877593
87,0.00595955205028,-0.0148715867439,-0.00183577002956
88,0.00428480874774,0.00106758665384,-0.00146692373609
89,-0.00488656957983,-0.0192464475159,-0.0116736149064
90,-0.0518371691728,-0.0522222658332,-0.0544132779721
91,0.00183097697758,0.000425156647059,0.00203783518266
92,0.0113134168877,-0.00282010849734,-0.00501549865709
93,-0.000242524597395,0.00280951260976,-0.000726739468327
94,-0.00029659158569,0.00252495930352,0.00455184032796
95,-0.004092706504,-0.0014740252234,-0.000555098681155
96,-0.00148064714302,0.00756225133858,0.00505486413537
97,0.00313058316408,0.0139929725831,0.0117872256034
98,-0.00349816960309,-0.000608854711992,0.000543433887478
